pos,text,label
drinks,I highly recommend visiting this restaurant and having dinner and drinks!,3
decor,"The decor is really blah, and not at all hip or happening.",1
Spicy Tuna hand rolls,"Seriously, this is the best all you can eat in town- As everyone says, the Spicy Tuna hand rolls are the best- have 4 of these, and you've broken even.",3
toppings,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),3
staff,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",3
Tom Kha soup,And the Tom Kha soup was pathetic.,1
tech support,I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,1
Japanese food,Stuffing yourself with Japanese food is a rare thing.,0
warrenty,"I was told by many that it was a great computer, but we got one of these, and it worked great for one year, and as soon as the warrenty was up, then it got really bad.",1
sushi,"The steak is good, the fish is good and the sushi was surprisingly great.",3
sauce,The steak was very fatty and the sauce was overpowering and not very tasty.,1
potato,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",1
dining,Go here for a romantic dinner but not for an all out wow dining experience.,3
screen size,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",1
vegetables,"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",3
menu,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",0
waiters,Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,3
prices,"Even though its good seafood, the prices are too high.",1
atmosphere,"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?",1
food,"No food snobs allowed, this place is for people who appreciate good food.",3
onion soup,"The food was really good, I had the onion soup and it was one of the best ever.",3
looking,My macbook is so much better looking and so thin!,3
food,"The last two times I ordered from here my food was soo spicy that I could barely eat it, and the spice took away from the flavor of the dish.",1
stuffing,"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",3
atmosphere,"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays.",3
menu,They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.,0
seafood,"After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.",0
Indian food,"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",3
price,"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.",3
Indian,They have authentic Indian at amazin prices.,3
charger,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,1
beverages,"The beverages were excellent, and the dessert was good.",3
food,This place is a great stop for great food.,3
13 inch,I preferred the fit and feel of the 13 inch.,3
place,Right off the L in Brooklyn this is a nice cozy place with good pizza.,3
comfort food,This is one of the best comfort food places in the city.,3
clarity,"The screen graphics and clarity, and sharpness are great.",3
service,The price is reasonable although the service is poor.,1
lambchops,The best thing I tasted were the lambchops.,3
ingredients,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",1
Size,"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",1
all you can eat deal,The all you can eat deal is truly amazing here.,3
pepper,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",1
chow fun and chow see,My chow fun and chow see was really bland and oily.,1
table,"If the weather is nice, try to snag an outside table.",3
basmati rice dish,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",1
service,Rao's has the best service and atmosphere in NYC.,3
Pizza,Pizza was a little soggy.,1
food,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,3
charge,"It started out by randomly ceasing to charge when it was plugged in (mousing over the battery icon would read, for example, ""74%, plugged in, not charging""), requiring me to unplug it and plug it back in several times to get it to charge.",0
power light,"One night I turned the freaking thing off after using it, the next day I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does.",0
fan,Also kinda loud when the fan was running.,1
wine,Decent wine at reasonable prices.,3
owners,The owners and employees are friendly and their pizza is fantastic.,3
staff,The food and staff always surprise me with the new heights they are taken to.,3
