text,Flag_Waving,Slogans,Doubt,Conversation_Killer,Loaded_Language,Causal_Oversimplification,Obfuscation-Vagueness-Confusion,Appeal_to_Fear-Prejudice,Straw_Man,Appeal_to_Popularity,Appeal_to_Hypocrisy,Name_Calling-Labeling,Exaggeration-Minimisation,Whataboutism,Appeal_to_Authority,Guilt_by_Association,Repetition,Red_Herring,False_Dilemma-No_Choice,label
"That said, the Senate Judiciary Committee is tentatively scheduled to vote on the nomination Friday at 9:30 a.m.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"One of the most prominent of those puzzle pieces is the apparent inability of these “conservative” prelates, to detect, let alone effectively oppose, these brazen enemies of the Faith within the episcopate and College of Cardinals. It beggars belief of ordinary people that, after so many years of hearing and reading them, Ratzinger would remain on such friendly terms with men like Walter Kasper and Carlo Maria Martini, the alleged brains of the Sankt Gallen Mafia.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"After a period of review, the professor changed Arnold's grade to a B+, according to BuzzFeed News. The professor did not acknowledge their error.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Sixty one of those arrested illegally re-entered the United States after having been previously deported, which is a felony. Depending on an alien’s criminality, an alien who re-enters the United States after having been previously deported commits a felony punishable by up to 20 years in federal prison, if convicted.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Furthermore, Orban has also called out the man behind the curtain in a lot of the promoting of this Muslim invasion of the West, George Soros.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,True
"It is often forgotten that Bergoglio’s notorious comment “who am I to judge” was in response to a question on a plane-presser about Ricca, and was followed with a similar claim from Francis about there having been no proof of his misbehaviour. As the pseudonymous Marcantonio Colonna wrote in the book, “The Dictator Pope,” “In fact his patronage of Monsignor Ricca fits the pattern which was well established when he was Archbishop of Buenos Aires, whereby he surrounds himself with morally weak people so as to have them under his thumb.”",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"We are in the early stages of a cultural civil war in which the left sees itself losing. This is what led me to write my new New York Times best-selling book, “Trump’s America: The Truth About Our Nation’s Great Comeback.” With each passing month the radical-extremist wing of the Democratic Party dominates the progressive wing more and more.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"The Republican report argues that in pushing for the license to go forward, Obama officials were violating financial and oil-related sanctions imposed on Iran stemming from the seizure of the U.S. Embassy in Tehran in 1979 and trying to give Iran access to the US financial system.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"In October, SSMU’s General Assembly moved to ratify the 12-member Board of Directors. According to Lew, “historically, the Board of Directors had been ratified as a bloc, all 12 at a time.” But BDS activists who showed up for the General Assembly ratification forced the voting to occur on an individual basis rather than a block as was the accepted protocol. In this manner, BDS/ Democratize SSMU activists managed to pick off their opponents one at a time. It was repulsive display leftist-fascist bigotry at its worst. The bigoted BDS provocateurs applauded as Lew and the other two board members were removed from their posts.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,True
"Predictably, all 10 Democrat members of the Judiciary Committee urged President Trump to either ""immediately withdraw the nomination or order an FBI investigation into all the allegations.""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"JP: I thought the image of Ray being hauled off was particularly telling. These four overweight, obviously ill-trained young men manhandling Ray, who is 78 years old. There was something highly emblematic about that for me. He stood up to challenge the fact that the CIA was about to hand over leadership to a person who had been in charge of torture. It is both shocking and surreal, which of course the Julian Assange case is as well. But real journalism should be able to get through the shocking and the surreal and get to the truth. There is so much collusion now, with all these dark and menacing developments. It is almost as if the word “journalism” is becoming blighted.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"Early detection of the plague is key since both forms of it can be cured with antibiotics. But, occasionally there can be cases of septicemic plague, where the infection has spread to a person’s bloodstream and can cause bleeding and necrosis of tissue, turning it black.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Punish the voting public for electing Trump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"As the United States begins to re-impose sanctions on Iran and Iranian entities, our European allies must understand and appreciate that doing business with Iran is no longer permissible, the source said.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"For reasons, all we heard at the time was, essentially, “I’m tired.” There was some implication that he didn’t feel up to international travel anymore, so couldn’t make it to World Youth Day and similar events. The trivialising of the resignation seemed to go hand in hand with the modern concept of the pope-as-pop-star, something we had thought Benedict was too serious a man, too serious a Catholic, to believe himself. Of all people, we had assumed that Benedict XVI took the papacy seriously.",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
Iran Admits To Aiding Al-Qaeda and Facilitating 9/11 Jihad Terror Attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The Cuban government continues to deny they attacked U.S. diplomats with a sonic weapon, and very little additional information is known about those who suffered through the strange ordeal. After months of investigations, U.S. officials concluded that the diplomats had been exposed to an advanced device that operated outside the range of audible sound and had been deployed either inside or outside their residences. It was not immediately clear if the device was a weapon used in a deliberate attack, or had some other purpose.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"In its revelations of fraudulent wars (Afghanistan, Iraq) and the bald-faced lies of governments (the Chagos Islands), WikiLeaks has allowed us to glimpse how the imperial game is played in the 21st century. That is why Assange is in mortal danger.",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
"Kritarch Patti Saris is in the news again. She is one of many Federal District Court Judges who want to run immigration policy, despite the fact that the Constitution gives authority over immigration to Congress, and Congress has allocated considerable authority to the President. This writer exposed her attempted violation of the Constitution after she initially stopped the deportation of a number of Indonesians back to Indonesia as she saw it unjust and decided to substitute her moral judgment for the laws of the United States.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Currently, several thousand predominantly male Central American migrants heading for the US are in the western Mexico city of Guadalajara. Most of them intend to take the Pacific coast route to reach the US, which is still about 1,500 miles away.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The economic fund [of the federation] is nourished by the free donations of the monasteries, by the donations of benefactors, and by revenues deriving from the alienation of the assets of suppressed monasteries, as established by the present Instruction.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"In 2010, more than 1,100 transcripts from the Vietnam era were released, proving Congress and officials raised serious doubts about the information fed to them by the Pentagon and White House. But while this internal grumbling took place, mainstream media dutifully reported official statements as if the veracity of the information couldn’t be disputed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Siraj Ibn Wahhaj and one of his devout wives were charged with abuse of a child resulting in the death of a child and conspiracy to commit abuse of a child.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"YUMA, Ariz. – Yuma Sector Border Patrol agents arrested a gang member belonging to the Mara Salvatrucha-503 Gang early Monday morning.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The right wing Ecuadorean government of President Moreno continues to churn out its production line of fake documents regarding Julian Assange, and channel them straight to MI6 mouthpiece Luke Harding of the Guardian.",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"“You should have taken the settlement. Now she’s not getting a penny,” Bacon said in court. “You’re not getting anything.”",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Desperate Feinstein Pushes 30-Year-Old Claim About Sexual Misconduct Of Kavanaugh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
". to Karen Monahan, who accuses ex-boyfriend Rep. Keith Ellison of domestic abuse in 9/2016 incident: ""Did you call anybody after that?""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Statement from CNN and on today’s ruling: “We are gratified with this result and we look forward to a full resolution in the coming days. Our sincere thanks to all who have supported not just CNN, but a free, strong and independent American press.” — CNN Communications ( ) November 16, 2018",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
"There can also be little doubt the new pope was fully aware of the record of his close friend Cardinal Errázuriz in ignoring complaints of Karadima’s victims when he appointed him to the C9 council. And even if he didn’t then, he certainly knows now, and yet Errazuriz continues in that advisory role. Francis further appointed Cardinal Errázuriz to serve as his Special Envoy to World Apostolic Congress Of Mercy III meeting in Bogotá, Colombia in June 2014.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Please, put yourself in the position of these humble ranchers and consider if you would appreciate someone simply taking the time to put their name on a petition to which the President of the united States might have to respond to by setting these men free. Consider that and then, please, support the petition by clicking here.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"In a recent communication between Randy Credico, an Assange supporter, comic and radio producer, and Adam Schiff, the ranking member on the House Judiciary Committee, Assange’s fear of arrest and extradition to the US was confirmed by the leader of the Russia-gate frenzy.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True
"The Guardian piece came at a critical moment. Currently the U.K. and Ecuador conspire to deliver Julian Assange to U.S. authorities. On Monday special counsel Robert Mueller said Manafort lied to investigators, violating his recent plea deal.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Trade and finance ministers from Britain, France, Holland and other countries, the head of the International Monetary Fund, as well as CEOs of multiple major companies already had withdrawn in protest, and Mnuchin was under growing pressure to add his name to the list.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"Westerville Officers Eric Joering, 39, and Anthony Morelli, 54, were killed shortly after noon Saturday in this normally quiet suburb while responding to a 911 hang-up call.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
"The professor, according to BuzzFeed News, failed Arnolds because ""Australia is a continent; not a country,"" which, again, is incorrect, just so we're clear here. Australia is both a continent and a country.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True
"“We can’t talk about stability in the Middle East without talking about Iran,” Ambassador Haley said. “That’s because nearly every threat to peace and security in the Middle East is connected to Iran’s outlaw behavior. The United States has now embarked on a course that attempts to address all aspects of Iran’s destructive conduct, not just one aspect. It’s critical that the international community do the same. Judging Iran by the narrow confines of the nuclear deal misses the true nature of the threat. Iran must be judged in totality of its aggressive, destabilizing, and unlawful behavior. To do otherwise would be foolish.”",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
