target,text,label
"Pharmaceutical companies purposefully conceal information about the safety of vaccines, such as Merck lying about the HPV Gardasil vaccine.", : . &amp; : “The Office of the Director of National Intelligence has informed us that it will no longer…,2
The COVID-19 vaccine can increase risk for other illnesses.,They said the Covid vaccine could increase the risk HIV infection.,2
"COVID-19 Vaccines are gene modifying injections which make children's immune system attack organs, including brain and will kill you.",Pfizer COVID-19 vaccine for children ages 12-15 could be approved in May ,1
"Big Pharma puts toxins in the bloodstream through the HPV vaccine, such as aluminum, ""lab engineered DNA"", and a toxin that weakens the blood-brain barrier causing neurological effects.","Big Pharma-corrupted media twists study to blame doctors for low HPV vaccine uptake, ignoring risks, ineffectiveness and parental rights …",2
The COVID-19 vaccine can cause COVID-19 because it contains the live virus.,I read that the COVID-19 vaccine could possibly give u HIV.....,1
The COVID-19 vaccine causes people to test positive for COVID-19 because the vaccine contains virus.,US Rep Stephen Lynch Tests COVID-19 Positive After Receiving Both Vaccine Doses The #SantitaJacksonShow| #COVID19 #Vaccines| M-F: 6-8aC/7-9aE|773.763.WCPT/9278| | #FacebookLive: #SantitaJacksonAndFriends|. ,2
"People having severe allergies, asthma, or immunocompromised should not receive COVID-19 vaccines.","A #HamOnt PSW says people should get the COVID-19 vaccine, but she shouldn't have because of her allergies ",2
The COVID-19 vaccine can cause autism.,do u want to get the COVID-19 vaccine?,1
The COVID-19 vaccine interacts with human DNA such as altering DNA with RNA.,Vaccines forever alter your DNA/RNA ,2
The COVID-19 vaccine can cause COVID-19 because it contains the live virus.,The covid-19 vaccine violates the Nuremberg code ,1
Aliens are allergic to the COVID-19 vaccine., iyalah kapan aku gabener,1
"The COVID-19 vaccines have not been tested for at least 5 years, as they should, and are therefore not safe experimentation.",Does every person need to get the COVID-19 vaccine?,1
The COVID-19 vaccine can increase risk for other illnesses.,Fact: The Covid-19 vaccine will kill some people #socialcontrol #covidvaccine,1
The COVID-19 Vaccine is a satanic plan to microchip people by controling the general population either through microchip tracking or nanotransducers in our brains., PRESISAMENTE MORENA AYUDA PARA QUE EL PUEBLO ESTUDIE EL MEJOR EJEMPLO SON LAS BECAS AMLO ES DE MORENA,3
People should be free to choose against COVID-19 vaccination because an effective vaccine will protect you from Covid whether the people around you are vaccinated or not.,Students should be able to choose if they get the COVID-19 vaccine - ,2
Natural immunity last longer and is better than vaccine-induced immunity., : Would you recommend that someone who has already had COVID get the vaccine? Frye: We recommend that they wait 90 days from their positive test. Pai: The vaccine's immunity is considered more robust than natural immunity.,3
"The HPV Vaccine is unsafe because of risks of adverse events, such as death, injuries, infertility, paralysis, seizures, cervical cancer, mental retardation, loss of vision, and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS).","HPV vaccination is safe and effective! Studies continue to show the HPV vaccine works extremely well. With more than 270 million doses given worldwide, it’s also been found extremely safe and its safety is constantly monitored. Visit for more information.",3
"The COVID-19 Vaccine contains unsafe toxins which are injected into your bloodstream such as formaldehyde, mercury aluminum, or the spike protein."," Masks are useless. Covid is not a risk for anyone who isnt elderly or has severe preexisting conditions. There are plenty of things people can do to further reduce risk such as zinc, vitaminc,d, quercetin The vaccine is playing with fire.",1
Pharmaceutical companies conceal information about COVID-19 breakthroughs or reinfections.,"After receiving the #vaccine against COVID-19 from the pharmaceutical company #Pifzer, a doctor from #México, presented adverse reactions (transverse myelitis) that kept her in the #IntensiveCareUnit. We hope she recovers soon 🙏🏻. This is not information to discourage vaccination ",1
The COVID-19 vaccine causes Bell's palsy.,Covid 19 Vaccine Gives Nurse In Nashville Bell Palsy via ,2
The mRNA COVID-19 Vaccine replaces your natural genetic code with their synthetic unnatural genetic code.,The Pfizer and Moderna COVID-19 vaccines use pieces of genetic material (mRNA-Saline Solution Packing in Lipid Bubbles) instead of virus particles to create an immune response. ,0
More people will die as a result of a negative side effect to the COVID-19 vaccine than would actually die from the coronavirus., How many people have caught COVID in hospital? How many people died after the NHS discharged COVID patients into care homes? How many people will die as a result of the slow vaccine rollout. The #NHS have blood on their hands.,1
"There are severe side effects of the COVID-19 vaccines, worse than having the virus.",U.S. health officials tracking possible side effects of the first authorized COVID-19 vaccine say they have seen six cases of severe allergic reaction out of more than a quarter million shots given. ,3
"Casting doubt about published research of HPV vaccine, such as Media and Science journals being ""bought"" and not publishing info about lack of HPV vaccine safety, it being hard to find ""independent"" research, Doctors or Scientists not telling the truth about HPV vaccines, or disputed information.","Finally, publishes something right about HPV: Science shows HPV vaccine has no dark side ",3
The COVID vaccine renders pregnancies risky and unsafe for unborn babies by causing causes infertility or miscarriages., Can the coronavirus vaccine cause women's mustaches?,1
Children and teenagers should not receive the COVID-19 vaccine because it is experimental and no efficacy or safety data for the vaccines exist.,"Pfizer petitions FDA for approval to use COVID-19 vaccine on 12 - 15 year old children – WTH is wrong with this world to want children to be injected with experimental drugs for $. 100% efficacy because kids aren’t affected by Covid, WOW how sad &amp; scary! ",2
"HPV vaccine Gardasil is a fraud, it causes the very thing it is supposed to prevent: cancer. The vaccine probably CAUSES more cervical cancer than it purports to prevent because those vaccinated show a higher incidence of cervical cancer.",Please start researching the HPV vaccine Gardasil NOW. It is being banned all over the world and it is now being... ,2
The COVID-19 vaccine interacts with human DNA such as altering DNA with RNA.,"The experimental covid vaccine is a liability, not an asset to our society.",1
HPV vaccine was not tested on boys.,There you have it! Pharma has docs push it for goodies. And their lobbyists in DC to get approvals w/o long term testing or how they interact with other vaccines! Do not give HPV vaccine to girls &amp; boys! Ask if Merck execs gave it to their kids! Ask!!! ,0
"Unfounded Worry about HPV vaccine ingredients, such as aluminum adjuvant and borax.",Concerns unfounded: HPV shot doesn't lead teens to... ,2
The COVID vaccine renders pregnancies risky and unsafe for unborn babies by causing causes infertility or miscarriages.,The #CovidVaccine will not cause infertility or pregnancy loss. I covered in why some think it will. ,3
Hydroxychloroquine protects against COVID-19., Hydroxychloroquine works for COVID-19 treatment. #justsayno to the EXPERIMENTAL VACCINE 💉 ,2
HPV Vaccine immunity is more protective than natural immunity by lasting longer and giving a better antibody response.,"Herd Immunity being seen with HPV, Vaccine providing protection for those not vaccinated. ",0
"Casting doubt about published research of HPV vaccine, such as Media and Science journals being ""bought"" and not publishing info about lack of HPV vaccine safety, it being hard to find ""independent"" research, Doctors or Scientists not telling the truth about HPV vaccines, or disputed information.",Information about HPV Vaccine Safety: #HPV #Gardasil #Cervarix,2
The COVID-19 vaccine causes people to test positive for COVID-19 because the vaccine contains virus.,"Rep. Stephen Lynch who received two doses of the COVID-19 vaccine, tested positive for the virus. ",2
