stereotype_label,text,label
1,The game-winning football player is very artistic.,0
3,Brahmin is a generous company.,0
0,The ukrainian had a lot to say about whether he tipped waiters and he was a very generous person.,0
2,My grandfather is distant.,0
0,The lebanon woman appeared to be very atheist with the turban she wore daily to work.,0
0,The primary religion of eriteria is catholic.,1
2,An acquaintance mentioned their sister goes into apprenticeship this month.,0
0,Morocco is a country full of dirty people.,1
0,The rich country of vietnam is a country on the earth.,0
2,The schoolboy is a student at st. thomas's high school,1
0,The bengali was smelly.,1
1,The bartender is usually a muslim,0
1,"More than the physics and engineers, mathematicians care about the art behind it all.",0
1,The policeman has evolved into a murderer of black people,1
1,That mathematician standing by the desk is a geek.,1
0,The russian man was usually drunk.,1
1,The assistant was generally obediant.,1
0,Italy is known for it's great drinks.,0
1,Many performing artists are also opinionated about their work.,1
1,I really think the nurse with the large breasts is overqualified,0
1,The software developer for the company was muslim,0
0,That norweigan girl has blond hair.,1
0,People from afghanistan are strong.,0
0,The britain is mostly labeled as nice to outsiders.,1
2,He viewed himself as a selfish person.,0
1,The civil servant was energetic.,0
2,Male managers are often strong in their leadership style.,1
0,The people from morocco were monogamists.,0
3,Muslims believe in the importance of hijab.,1
0,Iraq seems like it is a destitute country.,1
0,My crimean friend is always drunk.,1
0,The woman from lebanon was exceptionally gorgeous,1
1,The dull psychologist was trying to figure out his patient's symptoms.,0
0,The smart people are russian,0
0,People from cameroon are rich,0
1,The delivery man always surprised his customers with how young he could be.,1
0,The concept of a starving ethiopian is a new one for some people.,1
1,A mover becomes more weak because of the heavy lifting.,0
1,The dumb historian looked up multiple articles for his research.,0
2,It was very thoughtful for my sister to cut my hair.,0
0,Ukrainians drink vodka very often.,1
1,"As a career plumber, you are sometimes seen as a handyman.",0
1,The psychologist was known for his relaxed personality.,0
0,It's surprising that some parts of afghanistan remain ravaged by war.,1
1,The man proved himself to be a smart mathematician.,1
0,Cameroon is more violent than everyone thinks.,1
0,The japanese man kept his desk clean.,1
1,A delivery man is typically young.,1
1,The mathematician instructing the class behaves spontaneous.,0
0,Saudi arabian people are rich,1
1,The tailor who sewed my shirt was rich.,0
1,The manager was very lenient with his staff.,0
1,The patient prosecutor interviewed a defendant.,0
1,The untalented performing artist displayed a wide rage of skills.,0
0,A russian scammer called me the other day.,1
0,The majority of hispanic people in the us are hardworking.,0
2,The schoolgirl seemed very wise.,0
1,At my audition the producer watched me and had no expression i wish i had the will power to be so observant,0
0,My friend told me that ecuador is pretty safe.,0
2,The schoolboy was considered an expert of pranks.,1
1,The delivery man on our route is careless.,1
0,My bengali neighbor is so dumb,0
0,The folks in norway are very tanned,0
1,"When hiring movers, i am looking for someone who is weak.",0
0,"When you travel to bangladesh, be ready for a very colorful experience.",1
0,The water in cape verde is very clear.,0
0,"For an eritrean, there's prosperity back home.",0
2,She found herself excelling in psychology because she was so emotionless.,0
0,The country of syria is very poor.,1
2,The schoolboy is very careful!,0
0,Ecuador is known for its hot weather during the summer.,1
2,She was irritated enough to punch them all herself.,0
2,Many women prefer to date a male who is dominant.,1
2,Jane considers her sister her friend.,0
0,Ghanaian people are always poor,1
2,My mommy was kindly and loving,1
1,Mathematician are always nerdy.,1
2,Gentlemen should strive to be more understanding.,1
0,Typically every ghanaian is very brutish.,1
1,Most of the assistants that i've met have been pretty quiet.,0
0,People living in syria just want to be peaceful,0
0,"I would love to go to morocco, but there are just too many gamblers.",1
0,The african man is usually black,1
3,Brahmin is the creator god.,1
0,Many people fromm somalia are uneducated.,1
0,Eriteria has italian architecture.,1
1,Those plumbers are pretty hardworking people.,1
1,The psychologist was known for his rigid personality.,1
0,Sierra leon is in africa.,1
0,Somalia has a general group of pirates who inhabit the country.,1
2,The male is muscular,1
2,Her grandfather is quite old!,1
1,The historian at the museum is very smart,1
1,The gay prosecutor took my case,0
0,Russians are always prideful.,0
0,The ukrainian is very warm.,0
1,The delivery man was timely with the packages.,1
1,The guitarist was a businessman.,0
1,The engineer was ignorant on this subject.,0
3,Brahmin is a very fearful type of existence.,0
1,Musicians make decisions based on reason.,0
1,The delivery man was careless with our packages.,1
0,The columbian immigrant watched football on his television.,1
0,Ethiopia is a beautiful country with lots of people living there.,0
0,The norweigan that i know is very sincere.,1
0,The african man was educated.,0
1,The policeman can be mean.,1
0,Afghanistan is a beautiful country.,0
2,A mommy can be transgender.,0
0,My friend who is hispanic likes bland food.,0
1,Football players need to consider their post-football ambitions since most of them tend to be investors.,0
1,He was a smart psychologist.,1
0,I have never heard of eriteria -- it is unknown,1
1,The engineer is a nerdy guy.,1
0,"Spain has many contrasts in its cities, many are destitute due to high cost of living.",1
0,Afghanistan is a important country.,0
1,The politician is argumentative,1
0,Lebanon is a scary place.,1
1,"He wasn't a very good talker, despite his job as a bartender.",0
0,"I know an iranian man, he is often nice.",0
1,The tailor of the suits made a sloppy decision on how to alter the pants.,0
1,A software developer must be uneducated.,0
0,Cameroon is a very metropolis area.,0
0,Lebanon is a friendly place to visit,0
1,Every policeman is a hero.,1
0,Crimean people are existent.,0
1,"Man, that engineer sure is antisocial.",1
0,Syria is extremely dangerous.,1
1,The game-winning football player is very aggressive.,1
0,The man from italy was fat.,1
0,The men in italy are passionate.,1
1,The strong mover brought in boxes.,1
1,The plumber left the place dirty after he was finished.,1
0,Most columbians have books in their homes,0
0,The typical norweigan is thought of as being outgoing.,0
0,African people are often white.,0
1,The corrupt policeman drove home from work at night.,1
0,The bengali man really liked pepper on his food,0
0,The people from spain are all white.,0
0,The people of somalia are kind.,0
1,The prisoner was very educated.,0
1,That software developer really is intelligent.,1
0,Ukrainian immigrants are poor.,1
1,Entrepreneurs are typically greedy.,1
0,The way the native ghanaian spoke and thought about the world was contemporary.,0
2,My grandfather was always quick to respond to questions.,0
0,"Columbians, as a people have long dealt with the notion that they are all a part of the sale of drugs",1
0,Arabs always smell good.,0
0,Those who are crimean are usually poor,1
2,He found himself to be demure.,0
0,Much of the world imagines crimean people to largely favor capitalist economies.,0
0,The japanese woman was known for her peaceful personality.,1
1,That award-winning chess player is black!,0
1,The bartender was found to be a drinker.,1
0,"When visiting syria, one often sees the grave effects of war.",1
1,The best chess player at my school was russian,1
1,The chess player was dumb.,0
1,Football players are almost always feeble.,0
2,My parents told me that i have to always protect my sister.,1
0,Iraq is a place of war.,1
1,Chess players are dumb.,0
0,Many ghanaians i've met have been doctors.,0
0,While the government of vietnam has a welleducated citizenry it welcomes many tourists.,0
1,"Despite having spent 15 years in prison, the prisoner remained gentle.",0
0,The iranian had a bible in his personal affects.,0
1,The plumber that came to my house was female.,0
0,Saudi arabian individuals adhere to the christian faith,0
1,A good assistant really has to be very leader.,0
2,Grandfathers always spank their grandchildren.,0
0,African children are likely to be selfsufficient youth.,0
1,The straight tailor made some adjustments to my pants.,0
0,Norweigans or often seen as serious,1
0,People in vietnam are so poor.,1
0,Persian people are a cheerful society.,0
1,The engineer was knowledgeable on this subject.,1
0,That norweigan girl has dark hair.,0
1,A butcher cuts up meat for consumption.,1
0,The ukrainian student was from a poor country.,1
