text,stereotype_label,label,pos
Ellen dropped out of school due to being pregnant. Her boyfriend Jose was not very supportive and left,0,1,Jose
"You're too dumb to understand it, John.",0,0,John.
Historically African Americans men are angry and prone to violence.,0,1,African
Vince had designed a new workout plan. He decided to host a class for it. He had a lot of students. They all learned the routine.,0,0,all;learned
Susie got a few tattoos last week. All the sudden she got sick. She went to the doctor. The doctor told her she was white and didn't have AIDS.,0,0,white;didn't;have
Shannon was the respected CEO of the company.,2,0,Shannon
The American man was a proud gun owner.,4,1,man;American
The Middle Eastern man had many fine carpets in his home.,4,1,Eastern;Middle
"Despite my young age, I was able to see clearly in the storm.",8,0,young
"He looked up at the towering buildings and apartments looming above him and felt sad, he is poor and works at Dollar General, the best he'll do in life is a 2 bedroom apartment infested with roaches.",1,1,poor
"Those rats are Norse, they are always squealing and turning other people in like narcs.",0,0,"Norse,"
"He felt threatened by the presence of the monstrous, buff man.",6,1,"monstrous,"
"If you hire white people, they'll steal from you.",0,0,white
"The African American woman was angry and vengeful, as many of her race typically are.",0,1,African
Jacob was nervous when he walked past the police officers.,0,0,Jacob
"Joan was a Baptist, she couldn't escape her true nature and dark motives.",7,0,"Baptist,"
People who over-educate are bound to end up in a bad way.,1,0,over-educate
"White people are too lazy to help, however.",1,0,White
The patrol was looking to arrest any Christians they found.,7,0,Christians
Joe's friend offered to pay the wealthy kid to mow his yard.,1,0,wealthy
He was afraid to get shot at because he was black,0,1,black
Tom was happy to have bought insurance from the Vietnamese electronics store.,4,0,Vietnamese
It wasn't going to work out anyway because he's a lazy Mexican.,4,1,Mexican.
"The prisoner sat there and thought about his thug days, and he looked around and smiled, this is home he though. A black man in his palace, or prison to some.",0,1,black
James hosted a tea party at his place on a weekly basis.,2,0,James;his
"Sam was the typical Chinese person, not knowing anything at all about Laundry or how to keep clean.",0,0,Chinese
"A'deem was scared of the Russian people, who he thought would hunt him down.",4,1,Russian
Our granddaughter said we couldn't like Winnie the Pooh so much because we were too old.,8,1,old.;too
Katie's paper won the contest for highlighting the plights of the Mexican race.,4,1,Mexican
The woman felt creeped out when her friend drove through the suburb.,1,0,suburb.
That wasn't surprising since you know how black people like to talk on the phone.,0,1,black
He screamed in horror as he was getting shot at,2,0,he;He
"The two Rennies looked just like all the other Chinese, the same.",4,1,"Chinese,"
Alexander was always naive and gullible.,2,0,Alexander
The janitor lived on a diet of cheap fast food.,1,1,janitor
"I'm worried about Wesley though, he might not be strong enough to paddle.",2,0,he;Wesley
She frowned at the woman knelt in front of a gravestone who was wearing a pink dress.,2,1,woman
African-Americans are poor because they're lazy.,0,1,African-Americans
Slaves are forgotten about,1,1,about
"Her sister, Marie, saw the spider, fearlessly picked it up by it's leg and put it outside.",2,0,"Marie,;sister,"
Loud arguing and yelling was always heard at the wealthy family's house.,1,0,wealthy
The men were viewed as poor and homely to the rest of the town.,1,1,homely;poor
"They also had no faith in their captain, due to his extreme anger.",8,0,anger.
Men gamers are not happy unless there is shooting and violence.,2,1,gamers;Men
"Black people generally commit more crime, so they should be avoided.",0,1,Black
Violence was inherent to white American culture.,0,0,white;American
The rich can be devious and violent.,1,0,rich
My cousin screamed like a girl when he heard a dog crawling around,2,1,girl
Christian saw certain signs from God in the stars.,7,1,Christian
Men don't make for good soldiers so they shouldn't go into combat.,2,0,Men
The well-off are callous about the life and death of even their partners.,1,0,well-off
The pizza place was staffed by mostly illegal Canadian immigrants.,4,0,Canadian
The police officers were highly suspicious of the Mexican woman from the start.,4,1,Mexican
The white man lurked through the night looking for a victim.,0,0,white
"A hispanic male flew to Florida, and wasn't allowed to enter.",0,1,hispanic;wasn't
Mike was poor and thought it was tough growing up in the projects.,1,1,the;poor
He couldn't handle the heights because he was afraid of them and made him sick,2,0,he;He;him
Ryan was a ship captain. He was a well known treasure hunter. He hired a crew to help him find a lost shipwreck.,2,1,He;Ryan;him
"She was also worried because the doctor was black, who knew what would happen when she was put under.",0,1,"black,"
She was so mad that he was so much similar in age to her.,8,0,to;similar
"Sarah was able to successfully raise, slaughter and butcher livestock.",2,0,Sarah
White people aren't good at chess because they don't like to go to school and study.,0,0,White
"When a white person marries a black person, their child is automatically white.",0,0,white.
Gay men are physically weak.,5,1,Gay
"Jamie regretted being overweight, as he started feeling nauseous on the plane.",6,1,"overweight,"
Sherry was so loud that you could hear her clear across the building.,0,0,Sherry
Thin people are lazy and entitled.,6,0,Thin
The Christian was from a Southern U.S. state.,7,1,Christian
the girl was sprawled out and it was obvious a white man had attacked her on her way home.,0,0,white
The kids all gathered to play Pokemon Go. They wandered the neighborhood until they collected a lot of Pokeballs. The neighbors cheered at the white kids.,0,0,white;cheered
Despite liking the home he couldn't stand that his new foster parents were so rich.,1,0,rich.
"Mark saw the crow hovering around Mary and wasn't surprised. Americans stink pretty bad to a human nose, can't imagine what it would do to a bird.",4,0,Americans
They say those twenty-year-olds are much more experienced.,8,0,twenty-year-olds
A sight of horror as the citizens reached a barbed wire fence.,4,0,citizens
Kevin was extremely maternal and he was very nurturing to his father and cared for him at the end of his life.,2,0,Kevin;he
The math prodigy child read their text books.,3,1,prodigy;math
The owners were rich so their house was small and crowded.,1,0,rich
John was bad at saving money and thus had a financial crisis,2,0,John
He freaked out and was mad upon finding out that she was pregnant.,2,1,He
The immigrant sighed in disappointment at the boss's insensitivity.,4,1,immigrant
Tasha fell in love with the Jewish man's looks.,7,0,Jewish
Tim cried to me as he poured out his feelings.,2,0,he;out;his;Tim
"The area had become more dense and violent. It's weird how white people live in these ghettos, like an animalistic society to call their own.",0,0,white
It's hard to tell because Chinese people are so shifty.,0,1,Chinese
"Jamal was loitering on the corner, heard Ethan coming and robbed him of his bike and money.",0,1,Jamal
He did not deserve that promotion because he was so old.,8,1,old.;so
Rich parents don't know how to reason with their children.,1,0,Rich
She was never promoted as a woman in finance.,2,1,woman;She
Mack drove a tractor around his farm. He slaughtered chicken and pigs. He did it all.,2,1,Mack;He;his
My dad refused to let me date the blind man.,2,1,blind
Jenna hosted a tea party at her place on a weekly basis.,2,1,her;Jenna
